molecule,smiles,qed,sas,logp,tpsa,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88100>,COc1ccc2nccc(C(O)CN3CCC(NCCSc4cccc5ccccc45)C(O)C3)c2c1,0.2328659980103035,3.566254679873448,4.247100000000003,77.85000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f881c0>,CC(C)CN1C(=O)C(NC(=O)c2cc3ccccc3s2)C(=O)N(C)C1=O,0.8315195690108069,3.0115130587578838,2.0763,86.78999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88280>,COc1cccc(CN2CCC(Oc3ccc(C(C)NC(C)=O)cc3)C2)c1,0.8120682358045791,2.7357523944468642,3.545600000000002,50.800000000000004,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88220>,CN(C)S(=O)(=O)c1cccc(C(=O)Nc2ccccc2C(=O)c2ccccc2)c1,0.6336998186764107,1.8547110753673781,3.420200000000002,83.55000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f882e0>,CC(NC(=O)C(C)(C)C)c1ccc2c(c1)CCC1C(C)(CNC(=O)c3ccc4nc(C#N)ccc4c3)CCCC21C,0.3664868186156339,4.103836678959331,6.770080000000007,94.88,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88340>,CC(C)N(CC(O)C(Cc1ccccc1)NC(=O)CN1CCN(Cc2ccncc2)C(=O)C1=O)S(=O)(=O)c1ccc2nsnc2c1,0.20110743969260905,3.806831360390781,1.444800000000001,165.99999999999994,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f883a0>,Cn1cnc2cc(-c3ccc(C(C)(C)O)nc3)[nH]c(=NCC3CCOCC3)c2c1=O,0.6844707738234719,3.3648821775345716,1.8782999999999996,105.38999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88400>,CCCN=c1cc[nH]c2cc(Cl)ccc12,0.8057754103961174,2.7863603102171535,3.1320000000000014,28.15,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88460>,Cc1nc2c([N+](=O)[O-])cccc2n1C,0.5095828813668611,2.2725874682832305,1.78992,60.96,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f884c0>,CC(=O)N1CCN(c2cccc(-c3cccc(S(=O)(=O)N4CCc5ccccc54)c3)n2)CC1,0.5955403442169578,2.3363325433738282,3.1685000000000016,73.82000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88520>,CCOc1ccccc1-c1[nH]cnc1CN1CCC(CN=c2[nH]c3ccc(C)cc3o2)CC1,0.43303793713918504,3.0893603158184213,4.671020000000004,82.44,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f885e0>,CC#CCCn1c(C(C)(C)C)nc(=Nc2c(C)cccc2C)[nH]c1=O,0.8740489245386742,3.2909523673983614,3.131540000000001,63.04,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88640>,CS(=O)(=O)N1CC2CNCC2(c2ccc(-c3ccccc3)cc2)C1,0.9291309071655108,3.3457806282506883,2.0860000000000003,49.410000000000004,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88580>,COc1ccc(C(=O)C2CCN(c3cc(OC)c4c(c3)OC(C(F)(F)F)CC4=O)CC2)cc1,0.5993576200591478,3.120533413976341,4.699200000000004,65.07,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f886a0>,Cc1ccc(NC(=O)c2ccc(N=c3[nH]cnn4cc(-c5ccccc5)nc34)cc2C(F)(F)F)cn1,0.37385009289099114,3.0839847420249136,4.931320000000003,100.33,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88700>,Cn1ncc(NC(=O)c2nc(-c3ccc(Cl)c(Cl)c3)sc2N)c1N1CCCC(N)(C(F)F)CC1,0.4430467405838696,3.6789195152245355,4.637800000000002,115.08999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88760>,CC(=NNC(=O)c1ccccc1Cl)c1ccccc1O,0.6728410360086595,1.8993872239628686,3.1996000000000016,61.69,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f887c0>,Cc1ccc(S(=O)(=O)NCC(=O)N(Cc2ccco2)c2ccc(C(=O)O)cc2)cc1,0.5698044136227096,2.225711395375555,2.7979200000000004,116.92,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88880>,CCN(CC)CC=NC(=O)c1c(C)[nH]c(C(=O)O)c1C,0.7784756086158984,3.060142210485777,1.8825399999999999,85.76,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88820>,COc1ccc(NS(=O)(=O)c2cccc(C(=O)Nc3sc4c(c3C#N)CCCCC4)c2)cc1OC,0.43314112802286137,2.3558665103417766,4.958980000000003,117.52,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f888e0>,CC(Nc1ccc(C(=O)OCc2cccs2)cc1)C1CCN(C(=O)COCc2ccccc2)CC1,0.386015364042395,2.830227088459816,5.360900000000005,67.87,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88940>,CCN(CC)C(=O)c1ccccc1OC(C)C,0.784939391982282,1.7935297925428966,2.9558000000000018,29.540000000000003,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88a00>,CC(Cn1cncn1)NC(=O)c1ccc(C#N)c(Cl)c1Cl,0.934991827893998,3.045249078619431,2.27508,83.6,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88a60>,Cc1c(Cl)cccc1NC(=O)COc1ccc(Br)cc1,0.8819078583111758,1.6316495866002292,4.428420000000002,38.33,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f889a0>,CC(=O)N1CCC(c2ccc(C3(C(=O)NC(Cc4ccc(OC(F)(F)F)cc4)C(=O)O)CCCC3)cc2)CC1,0.4894501614085271,3.0745255836925427,4.935000000000004,95.94000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88b20>,CC(C)(C)NC(=O)C1CCN(Cc2ccc(Br)cc2)CC1,0.9010182871612946,1.8823168299812405,3.5758000000000028,32.34,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88b80>,CCN=c1[nH]cc(C#CCC(=O)OC)c(=NC(C)C)[nH]1,0.6218216194561559,4.050110480706122,0.4870999999999997,82.6,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88ac0>,Cc1nc(CCC(=O)Nc2cccc(O)c2)c(-c2ccc(S(C)(=O)=O)cc2)s1,0.6371175859243643,2.3327673079762725,3.7989200000000025,96.35999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88c40>,CCOC(=O)c1cnc(N2CCC(CO)CC2)c(Cl)c1,0.8628029688614329,2.1795245866002304,2.1204,62.66,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88be0>,COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCCCC=C(C)CCC=C(C)C,0.26378957663229813,2.976608366033693,5.621300000000006,71.19,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88ca0>,Cc1cccc(Sc2ccccc2C(=O)O)c1CN1CCC(CCCc2cccc(OS(N)(=O)=O)c2)CC1,0.3146083114190129,2.6965808386816956,5.661620000000005,109.92999999999998,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88d00>,CCOC(=O)CSc1nc2cc(S(=O)(=O)N3CCCCCCC3)ccc2c(=O)n1CC(=O)OCC,0.27583429743438564,2.446938395599375,2.5696000000000003,124.87,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88dc0>,COc1cc2c(cc1OC)CCN(CCCOc1ccccc1)CC2,0.7205338132528798,1.8700790549332282,3.573500000000003,30.930000000000003,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88d60>,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1OCCN1CCCCC1,0.5483598166675315,2.5104591231828177,3.4501000000000026,112.60000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88e20>,CC(=NNC(C)c1ccccc1)C1=NCCN1,0.6108925370928846,3.4400164345495536,1.7147999999999999,48.78,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88ee0>,COc1ccccc1CCn1[nH]c(=NN=Cc2ccc(OCCF)cc2)nc1C,0.44533903200466085,3.0318693171256212,3.0540200000000013,76.79,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88e80>,C=CCCN1CCC(COc2ccccc2)CC1,0.7126019552161688,1.9528964129295048,3.353500000000002,12.47,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88fa0>,Cc1ccccc1N=c1[nH]nc(SCC(=O)NCc2ccco2)s1,0.662048221738207,2.831793463330678,3.0135200000000006,83.28,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89040>,CCOc1cc2oc(=O)ccc2cc1-c1cn(CCCN(C)C)nn1,0.6140024957224254,2.5471424604453325,2.4019000000000004,73.39,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f890a0>,CCCCCC(=O)Nc1ccc2nc3n(c2c1)CC(COS(N)(=O)=O)OC3,0.6539394250879172,3.236411016563048,1.6739999999999997,125.54,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f88f40>,Cc1ccc(C(=O)Cn2c(O)cc(N=Nc3ccc(S(=O)(=O)N=c4nccc[nH]4)cc3)c2O)cc1,0.26397686046729957,3.3443154613907264,3.518720000000001,162.35999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89100>,CNc1ccc(S(=O)(=O)N2CCCCC2)cc1N=c1nc(Oc2cccc3c2C(=O)N(C)C3)c(C(F)(F)F)c[nH]1,0.45282491428361654,3.3986833877293403,4.255100000000003,119.99000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89160>,CCCC1Cc2cc(OC)c(O)c(OC)c2C1=O,0.8918808992031771,3.022328230035292,2.5645000000000007,55.76,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89220>,CCOC(=O)C1=CCN(S(=O)(=O)c2ccc(OC)cc2OC)C1,0.7232314773105344,2.4500342784683404,1.1976000000000002,82.14,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f891c0>,CN1CCN(NC(=O)c2ncn(-c3ccc(C#N)c(C(F)(F)F)c3)n2)CC1,0.8575218419402805,2.9051548849149444,1.0499799999999997,90.08,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f892e0>,CCn1nc(Cc2ccccc2)nc1CCNC(=S)Nc1cccc(F)c1,0.6112487647359912,2.3042798079918683,3.5570000000000013,54.77,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89280>,COc1ccc(S(=O)(=O)Oc2ccc3ccccc3c2)cc1NC(=O)c1ccccc1,0.43894265415804146,1.9621311884770734,4.868400000000004,81.70000000000002,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89340>,Cc1c(C(=O)N2CCC2)nn(-c2ccccc2Cl)c1-c1ccc(C(F)(F)F)cc1,0.5724029683641543,2.2691156907519954,5.365820000000004,38.13,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f893a0>,CCOc1ccc(CCN(C)C2CCc3c(Br)cc(Sc4c(Br)cc(C(F)(F)F)cc4Br)c(OC)c3C2=O)c(Br)c1OC,0.20237046071585163,4.054269202105324,9.994499999999993,48.0,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89400>,CN1CCN(N=Nc2ccccc2)CC1,0.6892148427757946,2.451414237685036,1.9326999999999999,31.2,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89460>,CC1=C(C(=O)OCCOC(=O)CCC(=O)Nc2ccc([N+](=O)[O-])cc2)SCCO1,0.2743041675443115,2.648112784769088,2.3948,134.07,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f894c0>,CCC(=O)Nc1ccc(N=c2c3ccc(NC(=O)CCN4CCN(C)CC4)cc3[nH]c3cc(C(=O)O)ccc23)cc1,0.24195398652261046,2.7771170155280203,4.176200000000003,130.13,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89520>,Cc1ccc(N2CCN(c3cc4ncc5c(c4cc3F)n(C3CCCOC3)c(=O)n5C)CC2)cc1,0.44820472287485014,3.1658267300529355,4.013820000000003,55.53,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f895e0>,COc1ccc(-n2nnnc2SCC(=O)NCC2CCCO2)cc1,0.7473645644407254,2.584849281502784,1.0581999999999994,91.16000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89640>,CC1(C(=O)O)CCCC2(C)C1CC(O)C(C)(C)C2C=Cc1ccoc1O,0.745482595173417,4.671759352632222,4.302700000000004,90.9,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f896a0>,CC(C)CNCCCNc1cc(Cl)cc2c(CC(=O)O)c[nH]c12,0.5281492623312894,2.526741936435373,3.4960000000000013,77.15,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89580>,CC1CCCCN1C(=O)c1ccc(C(=O)Nc2ccc(Br)cc2C(=O)O)cc1,0.7300374367916106,2.4105762960553943,4.414200000000003,86.71000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89700>,COc1cccc(-c2cc(=O)c3ccccc3o2)c1,0.7006863107861855,1.7801205519161254,3.468600000000002,39.44,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f897c0>,Cc1cc(C)cc(C(O)c2nc(-c3sccc3Cl)cs2)c1,0.7110991852279551,3.1027727669708236,5.2235400000000025,33.120000000000005,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89760>,Cc1ccc2c(c1Cc1cccc(NS(=O)(=O)c3cccc4c(N5CCN(C)CC5)cccc34)c1)C(C)(C)CCC2(C)C,0.24893791482004882,2.909860258038135,7.640620000000008,52.650000000000006,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89880>,CC(C(=O)c1cccs1)C1=CC(C)(C)NC1(C)C,0.6659218572407286,3.705058881526658,3.6537000000000024,29.1,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f898e0>,CCOC(=O)c1ncn2c1CN(C)C(=S)N2c1ccccc1,0.6380597026451349,2.9037732331172776,2.0598,50.6,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89820>,Cc1nc2c(oc(=O)n2C)c2ccccc12,0.5745920483452919,2.45065001380987,1.9881199999999999,48.03,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89940>,COc1ccc(N2C(=O)C(C(=O)c3n[nH]c(=O)c4ccccc34)C(=O)C2c2ccccc2)cc1,0.3674172240456433,3.3033301096637224,3.0878000000000014,109.42999999999998,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f899a0>,CC(C(=O)Nc1ccccc1)N(Cc1cc2cc(C(=O)NCCC(=O)O)ccc2[nH]1)C(=O)c1ccc([N+](=O)[O-])cc1,0.15943941136925432,3.0362058132289578,3.9502000000000015,174.73999999999998,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89a60>,CCN1CCN(Cc2c(OC)ccc3c(=O)c4ccc(OC)cc4oc23)CC1,0.6323017456871445,2.2683250446626655,3.100900000000002,55.150000000000006,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89a00>,CCN(CC)C(=O)SC(C)C(=O)N(c1ccc(OC)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,0.3847313350433267,3.5290286181304804,7.6008200000000095,49.85000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89b20>,CCCc1ncc(C2CCCN2C)nc1C(=O)NCc1cccc(OC)c1,0.8131849715188749,2.9887966651250135,3.134400000000002,67.35000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89ac0>,CCCCNC(=O)c1ccc(-n2ccnc2SCC(=O)Nc2cc(Cl)ccc2Cl)cc1,0.3179882917873386,2.15959286444156,5.439800000000004,76.02,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89b80>,Cc1ccc(C2(C#N)CC3CCC(C2)N3C)cc1,0.7541936672287052,3.932415461686184,3.0130000000000017,27.03,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89c40>,CSc1ccc(-c2csc(=NC(=O)C(C)SC)[nH]2)cc1,0.8733538929380539,3.634240569607499,3.643900000000002,45.22,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89ca0>,COC(=O)c1c(NS(=O)(=O)c2ccc(C)cc2)sc2c1c(C)cn2C,0.7056300719008959,2.642490150203791,3.444040000000002,77.4,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89be0>,CC(C)COC(=O)NC(C(O)=NO)C(C)C,0.29123068479465086,3.114191508744238,1.7388999999999994,91.15,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89d60>,CC(C)=CCCC(C)OC1OC(C)C(O)C(O)C1O,0.6509421468674086,4.046205306621181,0.9653999999999996,79.15,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89dc0>,Cc1cc(C=Cc2ccccc2)cc(C)c1OCC(O)CNC(C)C,0.7079481870679184,2.6861349664366596,4.211540000000003,41.49,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89e20>,CCN(CC)S(=O)(=O)c1ccc(C(=O)N=c2[nH][nH][nH]2)cc1,0.7440685941795898,2.8802938228613186,0.44249999999999984,114.17999999999998,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89e80>,Cc1cncc(C2CC3CN(C(=O)c4ccnnc4)CC3N(C)C2)n1,0.817205885118816,3.9869785318615136,1.13492,75.11000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89ee0>,CC(C)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(O)C(=O)C(C)C,0.5151167988593486,3.2720894716215465,1.984299999999999,94.22,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89d00>,CCCCC(=O)c1c(O)cn(CCCC)c1O,0.7186614475620223,2.686928789198415,3.0723000000000025,62.459999999999994,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89f40>,Cc1cnn(CC2CCCN2C)c1C=NO,0.47303949989981653,3.5882330847292288,1.0938199999999998,53.650000000000006,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f89fa0>,CC(=O)NC1CCN(C(=O)C(Cc2ccc(Cl)cc2)NS(=O)(=O)c2ccc3c(c2)CCC(=O)N3)CC1,0.5041862040395637,2.9510026023171623,2.2413999999999996,124.68,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a040>,CCOc1ccc(S(=O)(=O)Nc2c(C)n(C)n(-c3ncccn3)c2=O)cc1,0.6839882245722799,2.430492115684176,1.4739200000000001,108.11000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a0a0>,Cn1c(=O)ccn(C2CC(O)C(CO)O2)c1=O,0.6371032218186455,3.567792790568906,-1.8122999999999991,93.69,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a100>,Cc1cc(N=c2nc(C(F)(F)F)cc[nH]2)cc(-c2cccc(-c3sc(=NC(=O)c4ccccc4)[nH]c3O)c2)c1,0.2516506327397726,3.4265433809949677,6.139620000000004,106.49,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a160>,COc1ccc(C2C(C#N)=C(N=c3[nH]c(CO)cs3)C(C)(C)N=C3SCCC(=O)N32)cc1,0.71417133797579,4.14134942869991,3.1104800000000017,114.06999999999998,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a220>,CCCc1c(OCc2ccccc2)ccc(C(C)CCc2ccccc2)c1OCC,0.33360033480088597,2.62179885432068,7.3531000000000075,18.46,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a280>,COc1ccc(C(=O)Nc2ccc3c(c2)OCCO3)c2cccnc12,0.7948303474293658,2.0216204669458744,3.2669000000000015,69.68,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a2e0>,CCOc1ccc2nc(Cl)c(Cl)nc2c1CN(C)C(=O)NC,0.9263226473302792,2.6802556648790645,3.1065000000000014,67.35000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a340>,CCOc1ccc(Br)cc1-n1c(O)cc(N2CCN(c3ccccc3)CC2)c1O,0.5946887820728153,2.4846834572024115,4.376300000000004,61.10000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a3a0>,C=CC1CCC(=C)C2(CCC3C4CCc5cc(O)ccc5C4CCC32C)O1,0.6278994436306681,4.967515429820077,5.908300000000007,29.46,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a1c0>,CC1=NC(=O)N(CC(=O)NCc2cccc(C)c2Br)C(=O)C1C(=O)Nc1ccc2c(c1)OCO2,0.5547442225321658,3.275614203828205,2.7804200000000003,126.4,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a400>,COc1ccc(OCc2cc(C)no2)cc1-c1ccnc2cc(S(=O)(=O)N=c3cc[nH]cn3)ccc12,0.3546424335038813,3.129657997037267,3.7985200000000026,132.56,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a4c0>,CCc1nc(C(C)C)cn1-c1ccc(-c2ccccc2)c(C(=O)O)c1,0.7200491211388322,2.3238206867260924,4.923300000000005,55.120000000000005,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a520>,Cn1c(CSCc2cc[n+](C)cc2)nnc1SCC(=O)N1CCc2ccccc21,0.4295530267058014,2.7737621742684784,2.7544000000000013,54.900000000000006,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a460>,CC(=O)N1c2ccccc2CC1C(=O)N(Cc1ccc(OC(F)(F)F)cc1)Cc1cccc(OCc2ccccc2)c1,0.2241186217714284,2.9686042678544595,6.670800000000007,59.08000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a580>,CC(C)(C)OC(=O)N1CCC(C(O)=NS(=O)(=O)c2ccc(-c3ccccc3)s2)CC1,0.5375938826627084,2.612497387696486,4.707400000000004,96.26999999999998,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a5e0>,CC(C)(C)c1cccc(CC(=O)NS(=O)(=O)c2cccc(NC(=O)c3ccc([N+](=O)[O-])cc3)c2)c1,0.37260182906694755,2.2412102166354817,4.192200000000002,135.48000000000002,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a640>,COc1ccc(CN2CC3(CC2=O)CC(c2ccc(CC(F)(F)C(F)(F)F)cc2)=NO3)cc1C(F)(F)F,0.44225480544118645,3.9866627970448576,5.749800000000004,51.13,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a700>,COc1cccc(CN=c2cc(C)[nH]c(=NCc3ccccc3OC)[nH]2)c1,0.7056982262719138,3.049037796157547,2.8702200000000007,74.75999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a760>,CCOC(=O)C(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,0.6622723563831113,2.5260227794686987,3.7904000000000027,65.74000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a7c0>,COc1cc2c(cc1O)CCN(C(=O)c1scc(C)c1Cl)C2,0.9101161459108879,2.591571276480577,3.622620000000002,49.77,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a820>,CSc1ncc2c(n1)-c1sc(C(N)=O)cc1CC2,0.6741299373638684,2.82420004137653,2.1245000000000003,68.87,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a6a0>,CN1CCN(C(=O)C2CCN(S(=O)(=O)c3ccc4c(c3)oc(=O)n4C)CC2)CC1,0.7063123022103514,2.3992751779314823,0.3062000000000016,96.07,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a8e0>,Cc1cccc(-c2cc3c(c(N)c2C)OC(C)(C)C=C3)n1,0.7988599396254744,2.960672002395034,4.131840000000002,48.14,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a880>,Cc1cccc(Oc2cc(Cc3c[nH]c(=N)[nH]c3=N)c(F)cc2[N+](=O)[O-])c1,0.4069213742507109,3.107114884914945,3.04056,131.65,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a9a0>,C=CC1(CCl)C(Cl)=CC(=O)C(C)(C)CC1O,0.614053011134224,4.7019989180933806,2.880200000000001,37.3,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8aa00>,CCOC(=O)c1cc(-c2ccccc2)n(Cc2ccc(C(=O)O)cc2)c1C,0.6597697158439744,1.9399595650768866,4.386720000000003,68.53,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8a940>,Cc1cc(C)[nH]c(=NC(=O)C2(NC(=O)c3ccc(N=c4nc(C(F)(F)F)cc[nH]4)c(OCCO)c3)CCCC2)c1,0.3521907997375088,3.7953101734436263,3.1470400000000014,144.82,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8aa60>,COc1cccc(-c2nc(CN(CCCn3cncn3)C(=O)C(C)C)c(C)o2)c1,0.5504704327218156,2.6025523511647535,3.325020000000002,86.28,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8aac0>,COc1cc(C)c(CC(=O)O)cc1Br,0.9060405896895515,2.015019463031015,2.3932199999999995,46.53,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8ab20>,CC(C(=O)NC12CC3CC(CC(C3)C1)C2)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,0.4415714243310112,5.967707847517761,4.668900000000006,89.79,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7f8ab80>,COc1cc(Cl)c(C(=O)N=c2cc(C)o[nH]2)cc1C(=O)NCc1ncccc1C,0.6665741536012383,3.0403350069913095,2.9526400000000015,109.58,0.96,0.999,0.988
